,title,authors,average_rating,isbn,isbn13,num_pages,ratings_count,text_reviews_count,publication_date,publisher,publisher_family
3416,Alice in Wonderland,Lewis Carroll/Jane Carruth/Rene Cloke,4.03,0517223627,9780517223628,92,364782,5234,2004-09-07,Gramercy Books,Gramercy
3417,Alice In Wonderland,Lewis Carroll/John Tenniel,4.02,0439291496,9780439291491,160,143,18,2001-09-01,Scholastic Paperbacks,Scholastic
3418,The Alexandria Quartet  (The Alexandria Quartet #1-4),Lawrence Durrell,4.17,0140153179,9780140153170,884,10050,294,1991-12-01,Penguin Books,Penguin
3419,Justine (The Alexandria Quartet #1),Lawrence Durrell,3.89,0140153195,9780140153194,253,5428,542,1991-07-12,Penguin Books,Penguin
3420,Clea (The Alexandria Quartet #4),Lawrence Durrell,4.18,0140153225,9780140153224,288,1896,124,1991-07-12,Penguin Books,Penguin
3421,Siddhartha,Hermann Hesse,4.02,0613572742,9780613572743,132,514,40,1993-02-02,Turtleback Books,Turtleback
3422,Kate Vaiden,Reynolds Price,3.91,0684846942,9780684846941,306,1345,114,1998-05-29,Scribner,Scribner
3423,The Social Contract and The First and Second Discourses,Jean-Jacques Rousseau/Susan Dunn/Gita May/Robert N. Bellah/David Bromwich/Conor           Cruise O'Brien,3.83,0300091419,9780300091410,328,63,2,2002-02-08,Yale University Press,Yale University Press
3424,Nature Girl,Carl Hiaasen,3.63,0307262995,9780307262998,306,19245,1533,2006-11-14,Alfred A. Knopf,Knopf
3425,Stormy Weather,Carl Hiaasen,3.95,0446677167,9780446677165,388,12609,696,2001-03-01,Grand Central Publishing,Grand Central Publishing
3426,Skin Tight (Mick Stranahan  #1),Carl Hiaasen,3.96,0446695696,9780446695695,420,14475,571,2005-04-12,Warner Books (NY),Warner Books
3427,Basket Case,Carl Hiaasen,3.82,0446695645,9780446695640,400,13125,743,2005-02-01,Grand Central Publishing,Grand Central Publishing
3428,Tourist Season,Carl Hiaasen,3.94,0446695718,9780446695718,404,15459,669,2005-05-09,Warner Books (NY),Warner Books
3429,Sick Puppy,Carl Hiaasen,3.89,0446695688,9780446695688,464,20070,1047,2005-04-12,Grand Central Publishing,Grand Central Publishing
3430,Flush,Carl Hiaasen,3.88,0375821821,9780375821820,263,23811,2348,2005-09-13,Alfred A. Knopf Books for Young Readers,Knopf
3431,Double Whammy (Skink #1),Carl Hiaasen,3.93,0446695661,9780446695664,404,11050,624,2005-03-01,Grand Central Publishing,Grand Central Publishing
3432,Naked Came the Manatee,Carl Hiaasen/Elmore Leonard/Dave Barry/James W. Hall/Edna Buchanan/Les Standiford/Paul Levine/Brian Antoni/Tananarive Due/John Dufresne/Vicki Hendricks/Carolina Hospital/Evelyn Mayerson,3.48,0449001245,9780449001240,208,2303,161,1998-01-20,Ballantine Books,Ballantine
3433,Strip Tease,Carl Hiaasen,3.84,044669567X,9780446695671,464,12371,536,2005-03-01,Grand Central Publishing,Grand Central Publishing
3434,Basket Case,Carl Hiaasen,3.82,044661193X,9780446611930,413,333,29,2003-01-01,Grand Central Publishing,Grand Central Publishing
3435,A Carl Hiaasen Collection: Stormy Weather  Tourist Season  and  Strip Tease,Carl Hiaasen/Edward Asner,4.45,0375410465,9780375410468,9,44,1,2000-01-04,Random House Audio,Random House Audio
3436,Skinny Dip (Mick Stranahan #2),Carl Hiaasen,3.81,0446615129,9780446615129,496,33459,2602,2006-05-01,Grand Central Publishing,Grand Central Publishing
3437,Hoot,Carl Hiaasen,3.82,0440421705,9780440421702,292,85404,3692,2006-03-14,Yearling Books,Yearling
3438,Suburban Nation: The Rise of Sprawl and the Decline of the American Dream,Andrés Duany/Elizabeth Plater-Zyberk/Jeff Speck,4.08,0865476063,9780865476066,320,1980,154,2001-04-16,North Point Press,North Point Press
3439,The Bible Cure For Diabetes,Don Colbert,3.84,0884196488,9780884196488,96,21,1,1999-08-19,Siloam,Siloam
3440,The Celestine Prophecy: A Pocket Guide to the Nine Insights,James Redfield,3.87,0446912069,9780446912068,68,1256,100,2005-12-02,Warner Books (NY),Warner Books
3441,The Tenth Insight: Holding the Vision (Celestine Prophecy  #2),James Redfield,3.64,0446674575,9780446674577,256,9889,337,1998-12-01,Grand Central Publishing,Grand Central Publishing
3442,The Celestine Prophecy,James Redfield/Lou Diamond Phillips,3.64,1594831955,9781594831959,0,64,10,2006-02-16,Grand Central Publishing,Grand Central Publishing
3443,The Celestine Prophecy: An Experiential Guide,James Redfield,3.84,0553503707,9780553503708,304,120,11,1995-07-06,Bantam,Bantam
3444,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,3.77,0688052304,9780688052300,412,424,47,1979-06-01,Quill,Quill
3445,The Dark Side Of Genius: The Life Of Alfred Hitchcock,Donald Spoto,3.83,030680932X,9780306809323,608,990,97,1999-08-30,Da Capo Press,Da Capo Press
3446,Enchantment: The Life of Audrey Hepburn,Donald Spoto,3.87,0307237583,9780739474792,352,2703,267,2007-04-02,Harmony,Harmony
3447,Marilyn Monroe: The Biography,Donald Spoto,4.03,0815411839,9780815411833,752,1396,99,2001-07-17,Cooper Square Publishers,Cooper Square
3448,Cross (Alex Cross  #12),James Patterson,4.0,0316159794,9780316159791,393,48095,1633,2006-11-13,Little Brown and Company,"Little, Brown and Company"
3449,Judge & Jury,James Patterson/Andrew Gross,4.0,0316013935,9780316013932,419,41805,831,2006-07-31,Little  Brown and Company,"Little, Brown and Company"
3450,The 6th Target (Women's Murder Club  #6),James Patterson/Maxine Paetro,4.04,0316014796,9780316014793,390,47196,1464,2007-05-08,Little Brown and Company,"Little, Brown and Company"
3451,The Quickie,James Patterson/Michael Ledwidge,3.83,0316117366,9780316117364,357,32963,2132,2007-07-02,Little  Brown and Company,"Little, Brown and Company"
3452,You've Been Warned,James Patterson/Howard Roughan,3.53,0316014508,9780316014502,374,18058,1519,2007-09-10,Little Brown and Company,"Little, Brown and Company"
3453,2nd Chance (Women's Murder Club  #2),James Patterson/Andrew Gross,4.04,0446696633,9780446696630,400,78780,2118,2005-05-20,Grand Central Publishing,Grand Central Publishing
3454,1st to Die (Women's Murder Club  #1),James Patterson,4.08,0446696617,9780446696616,424,269826,5220,2005-05-20,Grand Central Publishing,Grand Central Publishing
3455,Season of the Machete,James Patterson,3.25,0446600474,9780446600477,341,5512,227,1995-04-01,Vision,Vision
3456,School's Out—Forever (Maximum Ride  #2),James Patterson,4.15,0316155594,9780316155595,409,103221,2689,2006-05-23,Little  Brown and Company,"Little, Brown and Company"
3457,Jack & Jill (Alex Cross  #3),James Patterson,3.96,0446692654,9780446692656,466,58414,1191,2003-08-01,Grand Central Publishing,Grand Central Publishing
3458,The Midnight Club,James Patterson,3.82,0446606383,9780446606387,368,10970,322,1999-06-01,Vision,Vision
3459,Cat & Mouse (Alex Cross #4),James Patterson,3.98,0446692646,9780446692649,432,242,15,2003-08-01,Grand Central Publishing,Grand Central Publishing
3460,Pop Goes the Weasel (Alex Cross  #5),James Patterson,4.0,0446608815,9780446608817,461,52093,985,2000-10-01,TIme Warner Books,Time Warner Books
3461,Roses Are Red (Alex Cross  #6),James Patterson,4.04,0747266999,9780747266990,421,220,19,2001-06-25,Headline,Headline
3462,Along Came a Spider (Alex Cross  #1),James Patterson,4.11,0446692638,9780446692632,449,369267,4011,2003-08-01,Grand Central Publishing,Grand Central Publishing
3463,Black Friday,James Patterson,3.68,0446609323,9780446609326,480,9714,220,2000-04-01,Vision,Vision
3464,Honeymoon (Honeymoon  #1),James Patterson/Howard Roughan,3.83,0446613371,9780446613378,406,34087,1809,2007-01-01,Grand Central Publishing,Grand Central Publishing
3465,Kiss the Girls (Alex Cross  #2),James Patterson,3.96,0446677388,9780446677387,481,297211,2943,2000-07-01,Grand Central Publishing,Grand Central Publishing
3466,The Thomas Berryman Number,James Patterson,2.86,0446600458,9780446600453,272,4320,307,1996-04-01,Grand Central Publishing,Grand Central Publishing
3467,London Bridges (Alex Cross  #10),James Patterson,3.94,0446613355,9780446613354,403,36334,905,2005-10-01,Vision,Vision
3468,The Angel Experiment (Maximum Ride  #1),James Patterson,4.08,0446617792,9780446617796,445,187892,7624,2006-05-05,Grand Central Publishing,Grand Central Publishing
3469,3rd Degree (Women's Murder Club  #3),James Patterson/Andrew Gross,4.02,0446696641,9780446696647,352,268,13,2005-05-20,Grand Central Publishing,Grand Central Publishing
3470,The Jester,James Patterson/Andrew Gross,3.8,0755300203,9780755300204,548,16563,849,2004-03-01,Headline,Headline
3471,See How They Run,James Patterson,3.84,1568654235,9781568654232,320,48,1,1997-07-08,Doubleday Books,Doubleday
3472,Miracle on the 17th Green (Travis McKinley  #1),James Patterson/Peter de Jonge,3.68,0316693359,9780316693356,160,3733,320,1999-05-05,Little Brown and Company,"Little, Brown and Company"
3473,When the Wind Blows (When the Wind Blows  #1),James Patterson,3.93,0446676438,9780446676434,416,42701,1337,2000-04-01,Grand Central Publishing,Grand Central Publishing
3474,SantaKid,James Patterson/Michael Garland,3.88,0316000612,9780316000611,48,862,53,2004-11-01,Jimmy Patterson,Jimmy Patterson
3475,A Little Prairie House,Laura Ingalls Wilder/Renée Graef,4.19,0064435261,9780064435260,32,1561,45,1999-03-21,HarperCollins,HarperCollins
3476,Private Parts,Howard Stern,3.77,0671009443,9780671009441,660,3878,151,1997-03-01,Pocket Books,Pocket Books
3477,The Private Parts of Women,Lesley Glaister,3.8,0747526036,9780747526032,288,22,3,2002-09-01,Bloomsbury Publishing PLC,Bloomsbury
3478,Green Arrow  Vol. 1: Quiver,Kevin Smith/Phil Hester/Ande Parks,4.07,1563899655,9781563899652,232,5299,131,2008-12-16,DC Comics,DC Comics
3479,Quiver,Stephanie Spinner,3.51,0440238196,9780440238195,177,837,95,2005-04-12,Laurel-Leaf Books,Laurel-Leaf
3480,A Quiver Full of Arrows,Jeffrey Archer,3.78,0312937695,9780312937690,288,9214,179,2005-08-30,St. Martin's Paperbacks,St. Martin's
3481,Celebrations: Rituals of Peace and Prayer,Maya Angelou,4.13,1400066107,9781400066100,128,748,105,2006-10-24,Random House,Random House
3482,The Collected Autobiographies of Maya Angelou,Maya Angelou,4.63,0679643257,9780679643258,1184,991,55,2004-09-21,Modern Library,Modern Library
3483,Wouldn't Take Nothing for My Journey Now,Maya Angelou,4.27,0553380176,9780553380170,127,7423,319,1997-05-12,Bantam,Bantam
3484,And Still I Rise,Maya Angelou/Linda Sunshine/Diego Rivera,4.42,0375505962,9780375505966,54,3720,240,2001-08-07,Random House,Random House
3485,Life Doesn't Frighten Me,Maya Angelou/Jean-Michel Basquiat/Sara Jane Boyers,4.41,1556702884,9781556702884,32,1246,164,1996-02-06,Harry N. Abrams,Harry N. Abrams
3486,Dreaming in Pictures: The Photography,Lewis Carroll/Douglas R. Nickel,4.01,0300091699,9780300091694,172,104,6,2002-08-11,Yale University Press,Yale University Press
3487,Lewis Carroll's Jabberwocky: A Book of Brillig Dioramas,Lewis Carroll/Graeme Base,4.14,0810935201,9780810935204,14,31,2,1996-03-30,Harry N. Abrams,Harry N. Abrams
3488,The Collected Short Stories of Maxim Gorky,Maxim Gorky/Avrahm Yarmolinsky/Moura Budberg,3.96,0806510757,9780806510750,404,883,16,1988-08-18,Citadel Press,Citadel Press
3489,Name Dropping,Jane Heller,3.52,0312978332,9780312978334,323,701,53,2001-03-15,St. Martin's Press,St. Martin's Press
3490,Many Luscious Lollipops: A Book About Adjectives,Ruth Heller,4.06,0698116410,9780698116412,48,322,41,1998-02-23,Puffin Books,Puffin
3491,What Was She Thinking? [Notes on a Scandal],Zoë Heller,3.71,0312421990,9780312421991,258,13674,1166,2004-06-01,Picador,Picador
3492,Night of Long Shadows (Eberron: Inquisitives  #2),Paul Crilley,3.65,0786942703,9780786942701,306,152,14,2007-05-08,Wizards of the Coast,Wizards of the Coast
3493,Poetics,Aristotle/Malcolm Heath,3.82,0140446362,9780140446364,144,12610,486,1996-09-26,Penguin Classics,Penguin
3494,Poetics of Music in the Form of Six Lessons,Igor Stravinsky/George Seferis/Arthur Knodel/Ingolf Dahl,4.11,0674678567,9780674678569,160,988,31,1970-02-26,Harvard University Press,Harvard University Press
3495,An Introduction to the Old Testament Poetic Books,C. Hassell Bullock,3.68,0802441416,9780802441416,392,39,5,1988-08-08,Moody Publishers (Chicago),Moody Publishers
3496,Mondrian,John Milner/Piet Mondrian,3.73,0714831670,9780714831671,235,26,1,1995-04-01,Phaidon Press,Phaidon
3497,Writings on Art,Mark Rothko/Miguel López-Remiro,3.84,0300114400,9780300114409,192,102,8,2006-04-28,Yale University Press,Yale University Press
3498,The Legacy of Mark Rothko,Lee Seldes,3.87,0306807254,9780306807251,403,36,5,1996-08-22,Da Capo Press,Da Capo Press
3499,Mark Rothko,Diane Waldman/Bernard Malamud,4.04,0810915871,9780810915879,296,45,2,1978-09-01,Harry N. Abrams,Harry N. Abrams
3500,Mark Rothko  1903 1970,Diane Waldman,4.04,0500282757,9780500282755,296,3,0,2001-05-14,Thames & Hudson Ltd,Thames & Hudson
3501,A World of Art,Henry M. Sayre,3.73,0132221861,9780132221863,592,56,1,2006-12-22,Prentice Hall,Prentice Hall
3502,The Odes,Pindar/Cecil Maurice Bowra/Daniel C. Snell/Dawson William Turner/Maehler/Abraham Moore,3.89,014044209X,9780140442090,256,1052,23,1982-09-30,Penguin Books,Penguin
3503,The Odes and Selected Fragments,Pindar/G.S. Conway/Richard Stoneman,3.89,0460876740,9780460876742,352,7,1,1998-03-01,Everyman's Library,Everyman's Library
3504,Sabriel (Abhorsen  #1),Garth Nix,4.17,0060575816,9780060575816,311,1312,162,2004-08-17,Eos,Eos
3505,Euripides 3: Alcestis/Daughters of Troy/The Phoenician Women/Iphigenia at Aulis/Rhesus,Euripides/David R. Slavitt/Smith Palmer Bovie/Fred Chappell/Mark Rudman/Elaine Terranova/Richard Elman/Katharine Washburn/George D. Economou,3.88,0812216504,9780812216509,392,7,1,1998-06-01,University of Pennsylvania Press,University of Pennsylvania Press
3506,Eragon: Prima Official Game Guide,Prima Publishing,3.98,0761555528,9780761555520,176,120,1,2006-11-14,Prima Games,Prima Games
3507,Battlefield of the Mind: Winning the Battle in Your Mind,Joyce Meyer,4.34,0446691097,9780446691093,288,27204,698,2002-10-01,FaithWords,FaithWords
3508,A Lady At Last (deWarenne Dynasty  #7),Brenda Joyce,4.06,0373771371,9780373771370,379,1549,87,2006-11-21,Hqn,Harlequin
3509,James Joyce's Ulysses,Stuart Gilbert,4.17,0394700139,9780394700137,405,1991,92,1955-01-12,Vintage,Vintage
3510,A Complicated Kindness,Miriam Toews,3.65,1582433224,9781582433226,253,17963,1023,2005-08-17,Counterpoint LLC,Counterpoint
3511,A Complicated Kindness (Bookclub-In-A-Box),Marilyn Herbert/Miriam Toews,4.0,1897082274,9781897082270,80,39,1,2006-08-30,Bookclub-In-A-Box,Bookclub-In-A-Box
3512,Race of Scorpions (The House of Niccolo  #3),Dorothy Dunnett,4.42,039457107X,9780394571072,534,21,1,1990-05-05,Knopf,Knopf
3513,Vinyl Cafe Odd Jobs,Stuart McLean,4.56,096830317X,9780968303177,3,61,1,2005-06-15,Canadian Broadcasting Corporation (CBC Audio),CBC
3514,Vinyl Cafe Coast to Coast Story Service,Stuart McLean,4.45,0968303188,9780968303184,3,51,1,2005-07-15,Canadian Broadcasting Corporation (CBC Audio),CBC
3515,Vinyl Cafe Diaries (Vinyl Cafe  #4),Stuart McLean,4.19,0670044369,9780670044368,302,924,59,2003-11-28,Penguin Books Canada,Penguin
3516,Checkmate (Tom Clancy's Splinter Cell  #3),David  Michaels/Tom Clancy,3.94,0425212785,9780425212783,402,3896,65,2006-11-07,Berkley,Berkley
3517,Operation Barracuda (Tom Clancy's Splinter Cell  #2),David  Michaels/Raymond Benson/Tom Clancy,4.02,0425204227,9780425204221,326,5062,79,2005-11-01,Berkley,Berkley
3518,Splinter Cell (Tom Clancy's Splinter Cell  #1),David  Michaels/Raymond Benson/Tom Clancy,3.85,0425201686,9780425201688,355,10329,193,2004-12-06,Berkley,Berkley
3519,Dark Visions,Douglas E. Winter/Dan Simmons/Stephen King/George R.R. Martin,3.89,0575402903,9780575402904,381,155,17,2000-08-10,Indigo,Indigo
3520,Ancilla to the Pre-Socratic Philosophers,Kathleen Banks Freeman/Hermann Alexander Diels,4.25,0674035011,9780674035010,172,46,7,2003-08-08,Harvard University Press (Cambridge),Harvard University Press
3521,The Presocratics,Philip Ellis Wheelwright,4.04,002426640X,9780024266408,352,201,12,1966-01-11,Prentice Hall/Library of Liberal Arts,Prentice Hall
3522,The Presocratic Philosophers,Geoffrey S. Kirk/John Earle Raven/Malcolm Schofield,4.25,0521274559,9780521274555,518,692,26,1983-12-29,Cambridge University Press,Cambridge University Press
3523,Presocratic Philosophy: A Very Short Introduction,Catherine Osborne,3.58,0192840940,9780192840943,144,205,24,2004-09-16,Oxford University Press  USA,Oxford University Press
3524,The Presocratic Philosophers,Jonathan Barnes/Ted Honderich,4.14,0415050790,9780415050791,728,68,3,1982-09-16,Routledge,Routledge
3525,The First Philosophers: The Presocratics and Sophists,Robin Waterfield/Anaximander/Anaximenes/Empedocles/Gorgias of Leontini/Heraclitus/Parmenides/Protagoras/Pythagoras/Thales/Thrasymachus/Zeno of Elea,3.95,0192824546,9780192824547,400,356,17,2000-11-30,Oxford University Press,Oxford University Press
3526,Skeleton Crew,Stephen King,3.96,0751504386,9780751504385,612,97092,1186,1993-05-13,Warner Books,Warner Books
3527,Night Shift,Stephen King,4.0,0385129912,9780385129916,344,486,56,1993-10-01,Doubleday Books,Doubleday
3528,The Talisman,Stephen King/Peter Straub,4.13,0670691992,9780670691999,646,1259,131,1984-11-08,Viking; G. P. Putnam & Sons,Viking
3529,The Dark Half,Stephen King,3.77,5550707004,9785550707005,431,103,16,1989-11-01,Viking Books,Viking
3530,Storm of the Century,Stephen King,3.92,067103264X,9780671032647,376,18255,266,1999-02-01,Pocket,Pocket
3531,Girls Think of Everything: Stories of Ingenious Inventions by Women,Catherine Thimmesh/Melissa Sweet,4.15,0618195637,9780618195633,64,906,171,2002-03-11,HMH Books for Young Readers,Houghton Mifflin Harcourt
3532,How Dogs Think: What the World Looks Like to Them and Why They Act the Way They Do,Stanley Coren,3.99,0743222334,9780743222334,368,693,58,2005-06-06,Atria Books,Atria
3533,The How to Think Like Leonardo da Vinci Workbook: Your Personal Companion to How to Think Like Leonardo da Vinci,Michael J. Gelb,3.85,0440508827,9780440508823,288,327,16,1999-06-15,Dell,Dell
3534,Brit-Think  Ameri-Think: A Transatlantic Survival Guide,Jane Walmsley,3.26,0142001341,9780142001349,160,269,40,2003-02-25,Penguin Books,Penguin
3535,What You Think of Me Is None of My Business,Terry Cole-Whittaker,4.1,051509479X,9780515094794,208,203,25,1988-04-01,Berkley Books,Berkley
3536,Think on These Things,Jiddu Krishnamurti/D. Rajagopal,4.36,0060916095,9780060916091,258,2509,137,1989-10-11,HarperOne,HarperOne
3537,Think Like a Cat: How to Raise a Well-Adjusted Cat—Not a Sour Puss,Pam Johnson-Bennett,4.06,0965013014,9780965013017,413,543,69,2000-01-24,Penguin Books,Penguin
3538,Think Like a Guy: How to Get a Guy by Thinking Like One,Giuliana DePandi,3.15,0312354371,9780312354374,172,115,23,2006-06-27,St. Martin's Griffin,St. Martin's Griffin
